"IndicatorCode","IndicatorName"
"RADON_Q703","Financial support provided for mitigation (existing dwellings)"
"RADON_Q704","Authorization/accreditation required for prevention/mitigation service providers"
"RADON_Q705","Official standards/guidelines for prevention/mitigation"
"RADON_Q706","Existence of training/education on prevention/mitigation"
"RADON_Q801","Existence of national radon risk communication strategy"
"RADON_Q802","Inclusion of radon measurements in property transactions"
"RADON_Q803","Inclusion of radon in national cancer control strategy"
"RateCS","Congenital syphilis rate per 100 000 live births"
"Rev_curr","Annual tax revenues - currency"
"Rev_excise","Annual tax revenues - total excise (specific and ad valorem)"
"Rev_govt_total","Annual tax revenues - total revenues"
"Rev_imp_other","Annual tax revenues - import duties and all other taxes (excluding corporate taxes on tobacco companies)"
"Rev_type","Annual tax revenues - tobacco products included"
"Rev_VAT","Annual tax revenues - value added tax (vat) and other sales taxes"
"Rev_year","Annual tax revenues - year"
"RHR_IPV","Intimate partner violence prevalence among ever partnered women (%)"
"RHR_NPSV","Non-partner sexual violence prevalence (%)"
"ROTAC","Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%)"
"RS_1845","Population"
"RS_193","Income level"
"RS_194","Number of registered vehicles"
"RS_196","Estimated number of road traffic deaths"
"RS_198","Estimated road traffic death rate (per 100 000 population)"
"RS_204","Existence of a national drink-driving law"
"RS_205","Definition of drink-driving by BAC"
"RS_207","Blood Alcohol Concentration (BAC) limit for drivers"
"RS_208","Attribution of road traffic deaths to alcohol (%)"
"RS_209","Existence of a national seat-belt law"
"RS_210","Applicability of seat-belt law to all occupants"
"RS_212","Seat-belt wearing rate (%)"
"RS_213","Existence of a national child-restraint law"
"RS_214","Existence of national speed limits"
"RS_217","Maximum speed limits"
"RS_219","Applicability of national motorcycle helmet law to all occupants"
"RS_223_BIS","Law requires helmet to be fastened"
"RS_225","Existence of a road safety lead agency"
"RS_228","Existence of a national road safety strategy"
"RS_229","Availability of funding for national road safety strategy"
"RS_237","Existence of a formal pre-hospital care system"
"RS_238","Existence of a universal access telephone number for pre-hospital care"
"RS_242","Vehicle standards"
"RS_246","Distribution of road traffic deaths by type of road user (%)"
"RS_576","Gross national income per capita (Atlas method)"
"RSUD_1","Point prevalence (%), alcohol use disorders, 15+ years"
"RSUD_10","National survey on substance use among children and adolescents"
"RSUD_100","Government unit/official responsible for prevention for substance use"
"RSUD_11","Data on substance use disorders disseminated in national annual reports"
"RSUD_110","Ministry/office that takes primary responsibility for prevention for substance use"
"RSUD_12","Substance use policy at the national level"
"RSUD_120","Five years change in international cooperation for prevention for substance use"
"RSUD_13","Substance use policy at the national level, level of integration"
"RSUD_130","Government unit/official responsible for treatment of substance use disorders"
"RSUD_14","Policy documents on the pharmacological treatment of substance use disorders"
"RSUD_140","Ministry/office that takes primary responsibility for treatment of substance use disorders"
"RSUD_15","Guidelines on the pharmacological treatment of substance use disorders"
"RSUD_150","Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders"
"RSUD_16","Legislative provision for treatment and rehabilitation of substance use disorders"
"RSUD_160","Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders"
"RSUD_17","Legislative provision for compulsory treatment"
"RSUD_170","Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs"
"RSUD_18","Drug courts"
"RSUD_180","Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for prevention for alcohol and drugs"
"RSUD_19","Programmes diverting clients from the justice system towards treatment"
"RSUD_190","Five years change in international cooperation for treatment of substance use disorders"
"RSUD_2","Point prevalence (%), drug use disorders, 15+ years"
"RSUD_20","Confidentiality of health records on substance use disorders  protected by law"
"RSUD_200","Confidentiality of people in treatment for substance use disorders"
"RSUD_21","Government unit for substance use disorder treatment"
"RSUD_210","Voluntary treatment for people with alcohol use disorders in the criminal justice system"
"RSUD_22","Budget line for substance use disorder treatment"
"RSUD_220","Voluntary treatment for people with drug use disorders in the criminal justice system"
"RSUD_23","Financing method for substance use disorder treatment"
"RSUD_230","Compulsory treatment for people with alcohol use disorders in the criminal justice system"
"RSUD_240","Compulsory treatment for people with drug use disorders in the criminal justice system"
"RSUD_250","Five-year change in government resources for prevention for substance use"
"RSUD_26","Governement benefits for persons with substance use disorders"
"RSUD_260","Five-year change in government resources for treatment of substance use disorders"
"RSUD_27","Government benefits for alcohol use disorders, subsidy or disability pension"
"RSUD_270","Financing methods for treatment for alcohol use disorders"
"RSUD_28","Government benefits for drug use disorders, subsidy or disability pension"
"RSUD_280","Financing methods for treatment for drug use disorders"
"RSUD_29","Sector for inpatient detoxification of alcohol use disorders"
"RSUD_290","Hypothecated taxes to be spent on prevention and treatment for substance use disorders"
"RSUD_3","Age-standardized death rates, alcohol and drug use disorders, per 100 000"
"RSUD_30","Sector for inpatient treatment of alcohol dependence"
"RSUD_300","Government benefits for people with alcohol use disorders"
"RSUD_31","Sector for outpatient treatment of alcohol dependence"
"RSUD_310","Government benefits for people with drug use disorders"
"RSUD_32","Sector for the treatment of alcohol-induced psychoses and other alcohol-induced psychiatric conditions"
"RSUD_320","Main sector for treatment for alcohol use disorders"
"RSUD_33","Sector for residential long-term rehabilitation of alcohol use disorders"
"RSUD_330","Main sector for treatment for drug use disorders"
"RSUD_34","Sector for inpatient detoxification of drug use disorders"
"RSUD_340","Treatment programmes for children and adolescents with alcohol use disorders"
"RSUD_35","Sector for inpatient treatment of drug dependence"
"RSUD_350","Treatment programmes for children and adolescents with drug use disorders"
"RSUD_36","Sector for outpatient treatment of drug dependence"
"RSUD_360","Specialized treatment facilities for substance use disorders"
"RSUD_37","Sector for substitution maintenance therapy of opioid dependence"
"RSUD_370","Specialized treatment facilities for alcohol use disorders"
"RSUD_38","Sector for residential long-term rehabilitation of drug use disorders"
"RSUD_380","Specialized treatment facilities for drug use disorders"
"RSUD_39","Treatment system for substance use disorders"
"RSUD_390","Self-help groups"
"RSUD_40","Treatment setting for substance use disorders, most common"
"RSUD_400","Main substance at treatment entry"
"RSUD_41","Specialized treatment services for drug use disoders and HIV/AIDS"
"RSUD_410","Reported treatment coverage for substance dependence"
"RSUD_42","Specialized treatment services for substance use disorders and TB"
"RSUD_420","Guidelines on pharmacological treatment for substance use disorders"
"RSUD_43","Open access services for substance use disorders"
"RSUD_430","Pharmacotherapy with methadone"
"RSUD_44","Treatment slots for alcohol and drug use disorders, outpatient, per 10 000"
"RSUD_440","Pharmacotherapy with buprenorphine"
"RSUD_45","Beds for the treatment of substance use disorders, per 100 000"
"RSUD_450","Pharmacotherapy with buprenorphine/naloxone"
"RSUD_46","Length of stay for inpatient detoxification, days"
"RSUD_460","Access restrictions to maintenance treatment"
"RSUD_47","Length of stay for inpatient short-term treatment, days"
"RSUD_470","Timeframe for maintenance treatment of opioid dependence"
"RSUD_48","Length of stay for inpatient long-term residential treatment, days"
"RSUD_480","Registration of medications for alcohol dependence and withdrawal"
"RSUD_49","Opioid agonist pharmacotherapy for the treatment of opioid dependence (detoxification or maintenance)"
"RSUD_490","Registration of medications for opioid dependence"
"RSUD_5","Age-standardized DALYs, alcohol and drug use disorders, per 100 000"
"RSUD_50","Timeframe of opioid agonist treatment"
"RSUD_500","Registration of medications for opioid withdrawal"
"RSUD_51","Methadone used for the treatment of opioid dependence"
"RSUD_510","Registration of naloxone for injection for opioid overdose"
"RSUD_52","Methadone used for detoxification or maintenance"
"RSUD_520","Availability of naloxone"
"RSUD_53","Methadone formulation used for the treatment of opiod dependence"
"RSUD_530","Screening and brief intervention for substance use in primary health care"
"RSUD_54","Buprenorphine used for the treatment of opioid dependence"
"RSUD_540","Screening and brief intervention for substance use in antenatal services"
"RSUD_55","Buprenorphine used for detoxification or maintenance"
"RSUD_550","Recommendations for screening and brief interventions for substance use in primary health care"
"RSUD_56","Buprenorphine/naloxone used for the treatment of opioid dependence"
"RSUD_560","Recommendations for screening and brief interventions for substance use in antenatal services"
"RSUD_57","Buprenorphine/naloxone used for detoxification or maintenance"
"RSUD_570","Groups and agencies involved in prevention programs"
"RSUD_58","Methadone provision in clinical and community-based settings"
"RSUD_580","Prevention programmes for alcohol"
"RSUD_59","Buprenorphine provision in clinical and community-based settings"
"RSUD_590","Prevention programmes for specific populations for alcohol"
"RSUD_60","Buprenorphine/naloxone provision in clinical and community-based settings"
"RSUD_600","Prevention programmes for drugs"
"RSUD_61","Supervision requirements for methadone administration"
"RSUD_610","Prevention programmes for specific populations for drugs"
"RSUD_62","Supervision requirements for buprenorphine administration"
"RSUD_620","HIV, Hepatitis counselling and treatment availability in specialized facilities and services"
"RSUD_63","Supervision requirements for buprenorphine/naloxone administration"
"RSUD_630","Programmes readily available"
"RSUD_64","Prescription requirements for methadone"
"RSUD_640","Standards of treatment and care for public specialized treatment facilities"
"RSUD_65","Prescription requirements for buprenorphine"
"RSUD_650","Special treatment programmes for gambling disorder"
"RSUD_66","Prescription requirements for buprenorphine/naloxone"
"RSUD_660","Treatment programmes for women with alcohol use disorders"
"RSUD_67","Commencement of treatment with opioid agonists"
"RSUD_670","Treatment programmes for women with drug use disorders"
"RSUD_68","Pharmacotherapy used for the management of alcohol withdrawal"
"RSUD_680","Special housing services for alcohol use disorders"
"RSUD_69","Pharmacotherapy used for the management of benzodiazepine withdrawal"
"RSUD_690","Special housing services for drug use disorders"
"RSUD_7","Psychoactive substance causing entry into treatment"
"RSUD_70","Pharmacotherapy used for the management of cannabis withdrawal"
"RSUD_700","Employment services for alcohol use disorders"
"RSUD_71","Essential list of medicines"
"RSUD_710","Employment services for drug use disorders"
